3015o113yw	cuál	which	core	audit:reviewed	Audit: fine as-is.	¿Cuál prefieres, el rojo o el azul?	Which one do you prefer, the red or the blue?
g585r84tc1	cuál	what	core	audit:reviewed	Audit: fine as-is.	¿Cuál es tu número de teléfono?	What is your phone number?
hnd0boisxm	qué (interrogativo)	what	core	audit:reviewed	Audit: fine as-is.	¿Qué quieres comer?	What do you want to eat?
d11xp5btf2	quién	who	core	audit:reviewed	Audit: fine as-is.	¿Quién llamó?	Who called?
v4qe1e1ogj	de quién	whose	supporting	audit:reviewed	Audit: fine as-is.	¿De quién es esto?	Whose is this?
ynlc19lduf	cuántos	how many	core	audit:reviewed	Audit: fine as-is.	¿Cuántos carros hay?	How many cars are there?
cd0w4nxkj8	cuántas	how many	core	audit:reviewed	Audit: fine as-is.	¿Cuántas sillas necesitamos?	How many chairs do we need?
hbcd9ibgfk	a quién	whom	supporting	audit:reviewed	Audit: fine as-is.	¿A quién llamaste?	Whom did you call?
omyzn9d5h2	para qué	what for	supporting	audit:reviewed	Audit: fine as-is.	¿Para qué sirve esto?	What is this for?
juf9q9vio8	que (relativo, persona)	who	core	audit:reviewed	Audit role fix: "que" as a relative pronoun is one of the most structurally load-bearing words in Spanish — you can't form most relative clauses without it. Was supporting; bumped to core along with its 3 sibling senses.	La mujer que llamó es mi jefa.	The woman who called is my boss.
5gd7ah01d5	que (relativo, persona)	that	core	audit:reviewed	Audit role fix: same as sibling sense above.	El amigo que te presenté vive aquí.	The friend that I introduced you to lives here.
waj2eefdj7	que (relativo, cosa)	that	core	audit:reviewed	Audit role fix: same as sibling sense above.	El libro que compré es interesante.	The book that I bought is interesting.
4z2b5kkbjr	que (relativo, cosa)	which	core	audit:reviewed	Audit role fix: same as sibling sense above.	La casa, que es azul, está en venta.	The house, which is blue, is for sale.
jyx1d6zq9f	lo que	what	supporting	audit:reviewed	Audit: fine as-is.	No entiendo lo que dijo.	I don't understand what she said.
7izjvheben	lo cual	which	reference	audit:reviewed	Audit: fine as-is — more formal register, refers to a whole clause.	Llegó tarde, lo cual me molestó.	He arrived late, which annoyed me.
fmrk25d923	quien	who	supporting	audit:reviewed	Audit: fine as-is.	La persona con quien hablé es mi jefa.	The person who I spoke with is my boss.
0krp6sz3gs	cuyo	whose	reference	audit:reviewed	Audit: fine as-is.	El autor cuyo libro leí es famoso.	The author whose book I read is famous.
56dupg98qa	¡abajo [algo]!	down with [something]!	reference	audit:reviewed	Audit: fine as-is — a specific protest idiom, not part of the general qué-exclamative family.	¡Abajo el impuesto!	Down with the tax!
2f7mb9mt9a	qué (exclamativo)	what	supporting	audit:reviewed	Audit role fix: was reference; this and its 4 "¡Qué...!" sibling constructions are everyday spoken exclamations ("What a surprise!", "How interesting!") — one sibling was already supporting, the rest were inconsistently a tier lower. Bumped to match.	¡Qué sorpresa!	What a surprise!
y1roq1cyk2	qué (exclamativo)	how	supporting	audit:reviewed	Audit role fix: same as sibling sense above.	¡Qué rápido corres!	How fast you run!
b1uohuf8wn	¡qué [adjetivo] [sustantivo]!	what a [adjective] [noun]!	supporting	audit:reviewed	Audit role fix: same as sibling sense above.	¡Qué buena idea!	What a good idea!
dhxw09o9vs	¡qué [adjetivo]!	how [adjective]!	supporting	audit:reviewed	Audit role fix: same as sibling sense above.	¡Qué interesante!	How interesting!
cwuhjz9zei	qué [sustantivo] (exclamativo)	what a [noun]	supporting	audit:reviewed	Audit: fine as-is.	¡Qué día tan bonito!	What a beautiful day!
ufc23a1m04	que yo [haga algo]	me to [do something]	core	audit:reviewed	Audit: fine as-is.	Quiere que yo lo haga.	She wants me to do it.
afcxrbizh3	que tú [hagas algo]	you to [do something]	core	audit:reviewed	Audit: fine as-is.	Necesito que tú vengas.	I need you to come.
t4uaqoddu8	que él [haga algo]	him to [do something]	core	audit:reviewed	Audit: fine as-is.	Quiero que él lo haga.	I want him to do it.
zqb7l9x0pq	que ella [haga algo]	her to [do something]	core	audit:reviewed	Audit: fine as-is.	Espero que ella llegue temprano.	I expect her to arrive early.
6gfadlfpkn	que nosotros [hagamos algo]	us to [do something]	core	audit:reviewed	Audit role fix: was supporting, inconsistent with its singular siblings (all core) for the exact same construction — same recurring plural-demotion pattern found repeatedly this session.	Quieren que nosotros paguemos.	They want us to pay.
s0tvpozw7u	que ellos [hagan algo]	them to [do something]	core	audit:reviewed	Audit role fix: same inconsistency as "que nosotros" above.	Prefiero que ellos decidan.	I prefer them to decide.
