1qz4qeh9oi	hacer [una tarea o actividad]	to do [a task or activity]	core	audit:reviewed	Audit: fine as-is.
m9dfm9pbq2	hacer [algo creado o preparado]	to make [something]	core	audit:reviewed	Audit: fine as-is.
ej9dspwxv3	hacerle falta a [alguien]	[somebody] misses [someone or something]	reference	audit:reviewed	Audit: fine as-is.
u2xyysd9xq	hacerle bien a [alguien]	to be good for [somebody]	reference	audit:reviewed	Audit: fine as-is.
o6ai5zj4rm	hacerle daño a [alguien]	to hurt [somebody]	reference	audit:reviewed	Audit: fine as-is.
qwp1msjfsn	hacer ejercicio	to work out	reference	audit:reviewed	Audit: fine as-is.
uriamnzen2	hacer las paces con [alguien]	to make up with [somebody]	reference	audit:reviewed	Audit: fine as-is.
vuhn72n7gd	hacer amigos	to make friends	supporting	audit:reviewed	Audit: fine as-is.
qwj72o0pgh	hacerle caso a [alguien]	to pay attention to [somebody]	reference	audit:reviewed	Audit: fine as-is.
pu6juowymn	hacerle un favor a [alguien]	to do [somebody] a favor	supporting	audit:reviewed	Audit: fine as-is.
w43ib0sqsf	hacer tiempo	to kill time	reference	audit:reviewed	Audit: fine as-is.
vuq3vxf107	hacerse el tonto	to pretend not to understand	reference	audit:reviewed	Audit: fine as-is.
n46cr84foo	hecho de [un material visible]	made of [a visible material]	supporting	audit:reviewed	Audit: fine as-is.
itj86iyuab	hecho a partir de [un material transformado]	made from [a transformed material]	reference	audit:reviewed	Audit: fine as-is.
1fr5z9ndcf	hecho por [alguien]	made by [somebody]	reference	audit:reviewed	Audit: fine as-is.
6rym81cqq5	hacer cola	to stand in line	reference	audit:reviewed	Audit: fine as-is.
1gru886lce	hacer las maletas	to pack	reference	audit:reviewed	Audit: fine as-is.
b8k9avr7st	hacerse [algo]	to become [something]	reference	audit:reviewed	Audit: fine as-is.
thr50jalym	hacerle creer [algo] a [alguien]	to make [somebody] believe [something]	reference	audit:reviewed	Audit: fine as-is.
o6fe83ho4h	hacer acordar	to remind	reference	audit:reviewed	Audit: fixed example — it used "recuérdame" (from recordar), an unrelated verb, instead of demonstrating "hacer acordar."	Eso me hizo acordar de la cita.	That reminded me of the appointment.
t9r1fus19d	hacer transbordo	to change [transport]	reference	audit:reviewed	Audit: fine as-is.
8et9s26o6q	hacer callar a [alguien]	to silence [somebody]	reference	audit:reviewed	Audit: fine as-is.
yg6xltanht	hacer lucir [adjetivo] a [algo]	to make [something] look [adjective]	reference	audit:reviewed	Audit: fine as-is.
qt9aqatj4f	hacer	to do	core	audit:reviewed	Audit: fine as-is.
v6srxq2n55	hacer	do	core	audit:reviewed	Audit: fine as-is.
sgum9oyi5l	hizo	did	core	audit:reviewed	Audit: fine as-is.
c16i76gpbx	hace	does	core	audit:reviewed	Audit: fine as-is.
3jt1svnphb	hacer ==> haciendo	to do ==> doing	reference	audit:reviewed	Audit: fine as-is.
n9rfhc3fi7	hacer ==> haciendo	to make ==> making	reference	audit:reviewed	Audit: fine as-is.
sfknobofbx	hacer ==> hace	to do ==> does	supporting	audit:reviewed	Audit: fine as-is.
