rvo8g5gv94	haber [hecho algo]	to have [done something]	core	audit:reviewed	Audit: fine as-is — checked the full haber-perfect person paradigm (he/has/ha/hemos/han) for the recurring conjugation-tier bug and found it consistently supporting across all 5 persons; no fix needed there. hay/hay que near-synonym pairs are legitimate.
nuo847x66j	hay [algo singular]	there is [something singular]	core	audit:reviewed	Audit: fine as-is — checked the full haber-perfect person paradigm (he/has/ha/hemos/han) for the recurring conjugation-tier bug and found it consistently supporting across all 5 persons; no fix needed there. hay/hay que near-synonym pairs are legitimate.
cp5hmttaq2	hay [algo singular]	there's [something singular]	supporting	audit:reviewed	Audit: fine as-is — checked the full haber-perfect person paradigm (he/has/ha/hemos/han) for the recurring conjugation-tier bug and found it consistently supporting across all 5 persons; no fix needed there. hay/hay que near-synonym pairs are legitimate.
54mbh87vk1	hay [cosas plurales]	there are [plural things]	core	audit:reviewed	Audit: fine as-is — checked the full haber-perfect person paradigm (he/has/ha/hemos/han) for the recurring conjugation-tier bug and found it consistently supporting across all 5 persons; no fix needed there. hay/hay que near-synonym pairs are legitimate.
esf7i85ozv	¿hay [algo singular]?	is there [something singular]?	core	audit:reviewed	Audit: fine as-is — checked the full haber-perfect person paradigm (he/has/ha/hemos/han) for the recurring conjugation-tier bug and found it consistently supporting across all 5 persons; no fix needed there. hay/hay que near-synonym pairs are legitimate.
g7zuuumnig	¿hay [cosas plurales]?	are there [plural things]?	core	audit:reviewed	Audit: fine as-is — checked the full haber-perfect person paradigm (he/has/ha/hemos/han) for the recurring conjugation-tier bug and found it consistently supporting across all 5 persons; no fix needed there. hay/hay que near-synonym pairs are legitimate.
zqul6ydgwq	había [algo singular]	there was [something singular]	supporting	audit:reviewed	Audit: fine as-is — checked the full haber-perfect person paradigm (he/has/ha/hemos/han) for the recurring conjugation-tier bug and found it consistently supporting across all 5 persons; no fix needed there. hay/hay que near-synonym pairs are legitimate.
ok7p2o1dce	había [cosas plurales]	there were [plural things]	supporting	audit:reviewed	Audit: fine as-is — checked the full haber-perfect person paradigm (he/has/ha/hemos/han) for the recurring conjugation-tier bug and found it consistently supporting across all 5 persons; no fix needed there. hay/hay que near-synonym pairs are legitimate.
v8ez2mbu1u	hubo [algo]	there was [something]	reference	audit:reviewed	Audit: fine as-is — checked the full haber-perfect person paradigm (he/has/ha/hemos/han) for the recurring conjugation-tier bug and found it consistently supporting across all 5 persons; no fix needed there. hay/hay que near-synonym pairs are legitimate.
c9mgqdsqvo	habrá [algo]	there will be [something]	supporting	audit:reviewed	Audit: fine as-is — checked the full haber-perfect person paradigm (he/has/ha/hemos/han) for the recurring conjugation-tier bug and found it consistently supporting across all 5 persons; no fix needed there. hay/hay que near-synonym pairs are legitimate.
4pgifzt26u	hay que [hacer algo]	you have to [do something]	supporting	audit:reviewed	Audit: fine as-is — checked the full haber-perfect person paradigm (he/has/ha/hemos/han) for the recurring conjugation-tier bug and found it consistently supporting across all 5 persons; no fix needed there. hay/hay que near-synonym pairs are legitimate.
laom4z3bwd	hay que [hacer algo]	we need to [do something]	supporting	audit:reviewed	Audit: fine as-is — checked the full haber-perfect person paradigm (he/has/ha/hemos/han) for the recurring conjugation-tier bug and found it consistently supporting across all 5 persons; no fix needed there. hay/hay que near-synonym pairs are legitimate.
hswwpga0wq	debe de haber [algo]	there must be [something]	reference	audit:reviewed	Audit: fine as-is — checked the full haber-perfect person paradigm (he/has/ha/hemos/han) for the recurring conjugation-tier bug and found it consistently supporting across all 5 persons; no fix needed there. hay/hay que near-synonym pairs are legitimate.
awrlr9z7v4	haber conocido a [alguien]	to have met [somebody]	reference	audit:reviewed	Audit: fine as-is — checked the full haber-perfect person paradigm (he/has/ha/hemos/han) for the recurring conjugation-tier bug and found it consistently supporting across all 5 persons; no fix needed there. hay/hay que near-synonym pairs are legitimate.
lh84ieti4z	¿[alguien] ha [hecho algo]?	has [somebody] [done something]?	core	audit:reviewed	Audit: fine as-is — checked the full haber-perfect person paradigm (he/has/ha/hemos/han) for the recurring conjugation-tier bug and found it consistently supporting across all 5 persons; no fix needed there. hay/hay que near-synonym pairs are legitimate.
hufvgyko3z	¿[alguien] había [hecho algo]?	had [somebody] [done something]?	supporting	audit:reviewed	Audit: fine as-is — checked the full haber-perfect person paradigm (he/has/ha/hemos/han) for the recurring conjugation-tier bug and found it consistently supporting across all 5 persons; no fix needed there. hay/hay que near-synonym pairs are legitimate.
05v29ctfcb	[alguien] había [hecho algo]	[somebody] had [done something]	supporting	audit:reviewed	Audit: fine as-is — checked the full haber-perfect person paradigm (he/has/ha/hemos/han) for the recurring conjugation-tier bug and found it consistently supporting across all 5 persons; no fix needed there. hay/hay que near-synonym pairs are legitimate.
qeak5scchp	[alguien] habrá [hecho algo]	[somebody] will have [done something]	reference	audit:reviewed	Audit: fine as-is — checked the full haber-perfect person paradigm (he/has/ha/hemos/han) for the recurring conjugation-tier bug and found it consistently supporting across all 5 persons; no fix needed there. hay/hay que near-synonym pairs are legitimate.
wunmuiqosj	[alguien] habría [hecho algo]	[somebody] would have [done something]	reference	audit:reviewed	Audit: fine as-is — checked the full haber-perfect person paradigm (he/has/ha/hemos/han) for the recurring conjugation-tier bug and found it consistently supporting across all 5 persons; no fix needed there. hay/hay que near-synonym pairs are legitimate.
yqiin6tdtl	haber estado [haciendo algo]	to have been [doing something]	supporting	audit:reviewed	Audit: fine as-is — checked the full haber-perfect person paradigm (he/has/ha/hemos/han) for the recurring conjugation-tier bug and found it consistently supporting across all 5 persons; no fix needed there. hay/hay que near-synonym pairs are legitimate.
fu708e83rg	[alguien] había estado [haciendo algo]	[somebody] had been [doing something]	reference	audit:reviewed	Audit: fine as-is — checked the full haber-perfect person paradigm (he/has/ha/hemos/han) for the recurring conjugation-tier bug and found it consistently supporting across all 5 persons; no fix needed there. hay/hay que near-synonym pairs are legitimate.
4dtd8lj623	[alguien] habrá estado [haciendo algo]	[somebody] will have been [doing something]	reference	audit:reviewed	Audit: fine as-is — checked the full haber-perfect person paradigm (he/has/ha/hemos/han) for the recurring conjugation-tier bug and found it consistently supporting across all 5 persons; no fix needed there. hay/hay que near-synonym pairs are legitimate.
vn67aoztgf	[alguien] habría estado [haciendo algo]	[somebody] would have been [doing something]	reference	audit:reviewed	Audit: fine as-is — checked the full haber-perfect person paradigm (he/has/ha/hemos/han) for the recurring conjugation-tier bug and found it consistently supporting across all 5 persons; no fix needed there. hay/hay que near-synonym pairs are legitimate.
89ut7cha5j	haber [algo] (pasado singular)	there was [something]	supporting	audit:reviewed	Audit: fine as-is — checked the full haber-perfect person paradigm (he/has/ha/hemos/han) for the recurring conjugation-tier bug and found it consistently supporting across all 5 persons; no fix needed there. hay/hay que near-synonym pairs are legitimate.
4w8zmnbknt	haber [cosas] (pasado plural)	there were [things]	supporting	audit:reviewed	Audit: fine as-is — checked the full haber-perfect person paradigm (he/has/ha/hemos/han) for the recurring conjugation-tier bug and found it consistently supporting across all 5 persons; no fix needed there. hay/hay que near-synonym pairs are legitimate.
ttxd6h84lo	¿hay [algo]?	is there [something]?	supporting	audit:reviewed	Audit: fine as-is — checked the full haber-perfect person paradigm (he/has/ha/hemos/han) for the recurring conjugation-tier bug and found it consistently supporting across all 5 persons; no fix needed there. hay/hay que near-synonym pairs are legitimate.
b6v2qryb2d	he [hecho algo]	I have [done something]	supporting	audit:reviewed	Audit: fine as-is — checked the full haber-perfect person paradigm (he/has/ha/hemos/han) for the recurring conjugation-tier bug and found it consistently supporting across all 5 persons; no fix needed there. hay/hay que near-synonym pairs are legitimate.
xffe82pdpg	has [hecho algo]	you have [done something]	supporting	audit:reviewed	Audit: fine as-is — checked the full haber-perfect person paradigm (he/has/ha/hemos/han) for the recurring conjugation-tier bug and found it consistently supporting across all 5 persons; no fix needed there. hay/hay que near-synonym pairs are legitimate.
01rpjz02jy	ha [hecho algo]	has [done something]	supporting	audit:reviewed	Audit: fine as-is — checked the full haber-perfect person paradigm (he/has/ha/hemos/han) for the recurring conjugation-tier bug and found it consistently supporting across all 5 persons; no fix needed there. hay/hay que near-synonym pairs are legitimate.
tei7cfo1k2	hemos [hecho algo]	we have [done something]	supporting	audit:reviewed	Audit: fine as-is — checked the full haber-perfect person paradigm (he/has/ha/hemos/han) for the recurring conjugation-tier bug and found it consistently supporting across all 5 persons; no fix needed there. hay/hay que near-synonym pairs are legitimate.
uwzxgiv5od	han [hecho algo]	they have [done something]	supporting	audit:reviewed	Audit: fine as-is — checked the full haber-perfect person paradigm (he/has/ha/hemos/han) for the recurring conjugation-tier bug and found it consistently supporting across all 5 persons; no fix needed there. hay/hay que near-synonym pairs are legitimate.
