dypln0ds39	[ser] amarillo	[to be] yellow	supporting		Replace copy-pasted placeholder example sentence (shared verbatim across a dozen+ unrelated rows) with a real sentence that actually uses the word being taught.	El sol es amarillo.	The sun is yellow.
6msmcahhki	[ser] barato	[to be] cheap	supporting		Replace copy-pasted placeholder example sentence (shared verbatim across a dozen+ unrelated rows) with a real sentence that actually uses the word being taught.	Este restaurante es barato.	This restaurant is cheap.
il1qcnb04w	[ser] caro	[to be] expensive	supporting		Replace copy-pasted placeholder example sentence (shared verbatim across a dozen+ unrelated rows) with a real sentence that actually uses the word being taught.	Ese carro es muy caro.	That car is very expensive.
d36nx7wrvf	[ser] corto	[to be] short	supporting		Replace copy-pasted placeholder example sentence (shared verbatim across a dozen+ unrelated rows) with a real sentence that actually uses the word being taught.	El video es corto.	The video is short.
ij9kh31g9s	[ser] verde	[to be] green	supporting		Replace copy-pasted placeholder example sentence (shared verbatim across a dozen+ unrelated rows) with a real sentence that actually uses the word being taught.	La hierba es verde.	The grass is green.
o76acaxaxw	[ser] joven	[to be] young	supporting		Replace copy-pasted placeholder example sentence (shared verbatim across a dozen+ unrelated rows) with a real sentence that actually uses the word being taught.	Mi hermana es joven.	My sister is young.
ap3fcdf0yn	[ser] barato	[to be] inexpensive	reference		Replace copy-pasted placeholder example sentence (shared verbatim across a dozen+ unrelated rows) with a real sentence that actually uses the word being taught.	El hotel es barato.	The hotel is inexpensive.
iqsip03gt7	[ser] económico	[to be] inexpensive	reference		Replace copy-pasted placeholder example sentence (shared verbatim across a dozen+ unrelated rows) with a real sentence that actually uses the word being taught.	Este plan es económico.	This plan is inexpensive.
9vkg3r79l9	[ser] económico	[to be] cheap	reference		Replace copy-pasted placeholder example sentence (shared verbatim across a dozen+ unrelated rows) with a real sentence that actually uses the word being taught.	El vuelo es económico.	The flight is cheap.
qxaqglea0l	[ser] caro	[to be] dear	reference		Replace copy-pasted placeholder example sentence (shared verbatim across a dozen+ unrelated rows) with a real sentence that actually uses the word being taught.	Los boletos son caros.	The tickets are dear.
7ew1qah5mw	[ser] largo	[to be] lengthy	reference		Replace copy-pasted placeholder example sentence (shared verbatim across a dozen+ unrelated rows) with a real sentence that actually uses the word being taught.	La reunión fue larga.	The meeting was lengthy.
sxsp9okeyb	[ser] corto	[to be] brief	reference		Replace copy-pasted placeholder example sentence (shared verbatim across a dozen+ unrelated rows) with a real sentence that actually uses the word being taught.	Su discurso fue corto.	Her speech was brief.
eumyulu0a5	[ser] juvenil	[to be] youthful	reference		Replace copy-pasted placeholder example sentence (shared verbatim across a dozen+ unrelated rows) with a real sentence that actually uses the word being taught.	Su energía es juvenil.	Her energy is youthful.
jo5vgnadhf	[ser] importante	[to be] major	reference		Replace copy-pasted placeholder example sentence (shared verbatim across a dozen+ unrelated rows) with a real sentence that actually uses the word being taught.	Este es un cambio importante.	This is a major change.
9sfglbvskv	[ser] incorrecto	[to be] incorrect	reference		Replace copy-pasted placeholder example sentence (shared verbatim across a dozen+ unrelated rows) with a real sentence that actually uses the word being taught.	Esa fecha es incorrecta.	That date is incorrect.
xq3smx6et4	[ser] fácil	[to be] simple	reference		Replace copy-pasted placeholder example sentence (shared verbatim across a dozen+ unrelated rows) with a real sentence that actually uses the word being taught.	El proceso es fácil.	The process is simple.
zogyll26ke	[ser] fácil	[to be] easy	supporting		Replace copy-pasted placeholder example sentence (shared verbatim across a dozen+ unrelated rows) with a real sentence that actually uses the word being taught.	El examen fue fácil.	The exam was easy.
s5rh58dybq	[ser] menor de edad	[to be] a minor	reference		Replace copy-pasted placeholder example sentence (shared verbatim across a dozen+ unrelated rows) with a real sentence that actually uses the word being taught.	Mi sobrino es menor de edad.	My nephew is a minor.
5r6yy0jg6s	[ser] pequeño	[to be] little	reference		Replace copy-pasted placeholder example sentence (shared verbatim across a dozen+ unrelated rows) with a real sentence that actually uses the word being taught.	El perro es pequeño.	The dog is little.
fvrw94ns16	[estar] muerto	[to be] dead	reference		Replace copy-pasted placeholder example sentence (shared verbatim across a dozen+ unrelated rows) with a real sentence that actually uses the word being taught.	La planta está muerta.	The plant is dead.
4z8q6xymuc	[estar] muerto de cansancio	[to be] exhausted	reference		Replace copy-pasted placeholder example sentence (shared verbatim across a dozen+ unrelated rows) with a real sentence that actually uses the word being taught.	Estoy muerto de cansancio después del viaje.	I am exhausted after the trip.
jqzuvvlrry	[ser] marcado	[to be] pronounced	reference		Replace copy-pasted placeholder example sentence (shared verbatim across a dozen+ unrelated rows) with a real sentence that actually uses the word being taught.	Su acento es marcado.	Her accent is pronounced.
nq73s5l3lz	[la] amiga	friend	supporting		Replace copy-pasted placeholder example sentence (shared verbatim across a dozen+ unrelated rows) with a real sentence that actually uses the word being taught.	Mi amiga vive en Lima.	My friend lives in Lima.
1ngo1jbzh2	[la] luz	light	supporting		Replace copy-pasted placeholder example sentence (shared verbatim across a dozen+ unrelated rows) with a real sentence that actually uses the word being taught.	Enciende la luz, por favor.	Turn on the light, please.
4iu89gjrym	[la] tarea	homework	supporting		Replace copy-pasted placeholder example sentence (shared verbatim across a dozen+ unrelated rows) with a real sentence that actually uses the word being taught.	Terminé mi tarea anoche.	I finished my homework last night.
