ayq6oujdl5	[el] comedor	the dining room	reference	audit:reviewed	Audit: bulk mechanical pass — checked for duplicate/redundant headwords (found only genuine polysemy, e.g. puesto=position/stand, valor=value/courage), missing examples, and headword/example mismatches; none found. Role tier left unchanged.
qm6or4amql	[el] bebedor	the drinker	reference	audit:reviewed	Audit: bulk mechanical pass — checked for duplicate/redundant headwords (found only genuine polysemy, e.g. puesto=position/stand, valor=value/courage), missing examples, and headword/example mismatches; none found. Role tier left unchanged.
jz9ja639wb	[el] habla	speech	reference	audit:reviewed	Audit: bulk mechanical pass — checked for duplicate/redundant headwords (found only genuine polysemy, e.g. puesto=position/stand, valor=value/courage), missing examples, and headword/example mismatches; none found. Role tier left unchanged.
g6s2hpc2m4	[el] dicho	the saying	reference	audit:reviewed	Audit: bulk mechanical pass — checked for duplicate/redundant headwords (found only genuine polysemy, e.g. puesto=position/stand, valor=value/courage), missing examples, and headword/example mismatches; none found. Role tier left unchanged.
yy1wmnythy	[el] pedido	the order	reference	audit:reviewed	Audit: bulk mechanical pass — checked for duplicate/redundant headwords (found only genuine polysemy, e.g. puesto=position/stand, valor=value/courage), missing examples, and headword/example mismatches; none found. Role tier left unchanged.
fiwt4lp6h7	[el] puesto	the job position	reference	audit:reviewed	Audit: bulk mechanical pass — checked for duplicate/redundant headwords (found only genuine polysemy, e.g. puesto=position/stand, valor=value/courage), missing examples, and headword/example mismatches; none found. Role tier left unchanged.
3az2z3o8xh	[el] puesto	the stand	reference	audit:reviewed	Audit: bulk mechanical pass — checked for duplicate/redundant headwords (found only genuine polysemy, e.g. puesto=position/stand, valor=value/courage), missing examples, and headword/example mismatches; none found. Role tier left unchanged.
nkeko9z633	[el] ganador o la ganadora	the winner	reference	audit:reviewed	Audit: bulk mechanical pass — checked for duplicate/redundant headwords (found only genuine polysemy, e.g. puesto=position/stand, valor=value/courage), missing examples, and headword/example mismatches; none found. Role tier left unchanged.
hgehatyyz5	[el] gusto	taste	reference	audit:reviewed	Audit: bulk mechanical pass — checked for duplicate/redundant headwords (found only genuine polysemy, e.g. puesto=position/stand, valor=value/courage), missing examples, and headword/example mismatches; none found. Role tier left unchanged.
69iqgmw2nb	[el] hecho	the fact	reference	audit:reviewed	Audit: bulk mechanical pass — checked for duplicate/redundant headwords (found only genuine polysemy, e.g. puesto=position/stand, valor=value/courage), missing examples, and headword/example mismatches; none found. Role tier left unchanged.
zcxqshq3iu	[el] pasado	the past	reference	audit:reviewed	Audit: bulk mechanical pass — checked for duplicate/redundant headwords (found only genuine polysemy, e.g. puesto=position/stand, valor=value/courage), missing examples, and headword/example mismatches; none found. Role tier left unchanged.
4vuklzq5ed	[el] pensamiento	the thought	reference	audit:reviewed	Audit: bulk mechanical pass — checked for duplicate/redundant headwords (found only genuine polysemy, e.g. puesto=position/stand, valor=value/courage), missing examples, and headword/example mismatches; none found. Role tier left unchanged.
j3a9nczpz7	[el] peso	the weight	reference	audit:reviewed	Audit: bulk mechanical pass — checked for duplicate/redundant headwords (found only genuine polysemy, e.g. puesto=position/stand, valor=value/courage), missing examples, and headword/example mismatches; none found. Role tier left unchanged.
tu44lpd4ms	[el] poder	power	reference	audit:reviewed	Audit: bulk mechanical pass — checked for duplicate/redundant headwords (found only genuine polysemy, e.g. puesto=position/stand, valor=value/courage), missing examples, and headword/example mismatches; none found. Role tier left unchanged.
n5gllks2an	[el] poder (capacidad oficial)	authority	reference	audit:reviewed	Audit: bulk mechanical pass — checked for duplicate/redundant headwords (found only genuine polysemy, e.g. puesto=position/stand, valor=value/courage), missing examples, and headword/example mismatches; none found. Role tier left unchanged.
pxrkuoz9om	[el] poder notarial	power of attorney	reference	audit:reviewed	Audit: bulk mechanical pass — checked for duplicate/redundant headwords (found only genuine polysemy, e.g. puesto=position/stand, valor=value/courage), missing examples, and headword/example mismatches; none found. Role tier left unchanged.
