if5o5uocfp	especializar	to specialize	reference	audit:reviewed	Audit: role/membership/tags/example all fine, no changes needed.	La clínica decidió especializarse en medicina deportiva.	The clinic decided to specialize in sports medicine.
hl9cjbokrp	finalizar	to finalize	reference	audit:reviewed	Audit: role/membership/tags/example all fine, no changes needed.	Debemos finalizar el contrato esta semana.	We must finalize the contract this week.
nq7pa5v7aj	minimizar	to minimize	reference	audit:reviewed	Audit: role/membership/tags/example all fine, no changes needed.	Estas medidas ayudan a minimizar el riesgo.	These measures help minimize the risk.
2xwe3j8ujy	maximizar	to maximize	reference	audit:reviewed	Audit: role/membership/tags/example all fine, no changes needed.	La empresa quiere maximizar el uso del espacio.	The company wants to maximize the use of the space.
a7e5b40skc	organizar	to organize	supporting	audit:reviewed	Audit: role/membership/tags/example all fine, no changes needed.	Vamos a organizar los archivos por fecha.	We are going to organize the files by date.
rr0xrddhra	memorizar	to memorize	supporting	audit:reviewed	Audit: role/membership/tags/example all fine, no changes needed.	No necesitas memorizar todas las reglas.	You do not need to memorize all the rules.
lsvapg7c2c	priorizar	to prioritize	reference	audit:reviewed	Audit: role/membership/tags/example all fine, no changes needed.	Debemos priorizar las tareas más urgentes.	We must prioritize the most urgent tasks.
9t2o4ihtoi	categorizar	to categorize	reference	audit:reviewed	Audit: role/membership/tags/example all fine, no changes needed.	El sistema puede categorizar los mensajes automáticamente.	The system can categorize the messages automatically.
mabi7dom4b	digitalizar	to digitize	reference	audit:reviewed	Audit: role/membership/tags/example all fine, no changes needed.	El archivo planea digitalizar todos los documentos históricos.	The archive plans to digitize all the historical documents.
8drl1wmuon	visualizar	to visualize	reference	audit:reviewed	Audit: role/membership/tags/example all fine, no changes needed.	Esta gráfica permite visualizar los cambios con claridad.	This graph allows us to visualize the changes clearly.
8nmzifpeq2	utilizar	to use	reference	audit:reviewed	Audit: fine as-is (the everyday "to use" sense); the separate cognate "to utilize" sense was missing and added as a new row.	Es fácil utilizar esta aplicación.	It is easy to use this application.
