m5xw7iodne	no lo hago	I don't do it	supporting	topic:question-negation|qn:do-support-negation	New Questions & Negation topic page — retagging existing scattered do-support/modal-negation/question-inversion rows into the unified scheme.		
bt7rdzvto5	no lo hicieron	they didn't do it	supporting	topic:question-negation|qn:do-support-negation	New Questions & Negation topic page — retagging existing scattered do-support/modal-negation/question-inversion rows into the unified scheme.		
yhchadk82l	no he podido [hacer algo]	haven't been able to [do something]	reference	topic:question-negation|qn:modal-be-have-negation	New Questions & Negation topic page — retagging existing scattered do-support/modal-negation/question-inversion rows into the unified scheme.		
bxt46dkdag	no quiso [hacer algo]	wouldn't [do something]	reference	topic:question-negation|qn:modal-be-have-negation	New Questions & Negation topic page — retagging existing scattered do-support/modal-negation/question-inversion rows into the unified scheme.		
2kvsxjhtz9	no parar de [hacer algo]	won't stop [doing something]	reference	topic:question-negation|qn:modal-be-have-negation	New Questions & Negation topic page — retagging existing scattered do-support/modal-negation/question-inversion rows into the unified scheme.		
v2jinicnwh	no pudo [hacer algo] (intento fallido)	couldn't [do something]	supporting	topic:question-negation|qn:modal-be-have-negation	New Questions & Negation topic page — retagging existing scattered do-support/modal-negation/question-inversion rows into the unified scheme.		
nyjodxeo12	no deber [hacer algo]	mustn't [do something]	supporting	topic:question-negation|qn:modal-be-have-negation	New Questions & Negation topic page — retagging existing scattered do-support/modal-negation/question-inversion rows into the unified scheme.		
7uxwcm2q2o	no debería [hacer algo]	shouldn't [do something]	supporting	topic:question-negation|qn:modal-be-have-negation	New Questions & Negation topic page — retagging existing scattered do-support/modal-negation/question-inversion rows into the unified scheme.		
wx0aqskuor	no recordar [algo]	can't remember [something]	supporting	topic:question-negation|qn:modal-be-have-negation	New Questions & Negation topic page — retagging existing scattered do-support/modal-negation/question-inversion rows into the unified scheme.		
5hed68eq4q	no lograr [hacer algo]	can't seem to [do something]	reference	topic:question-negation|qn:modal-be-have-negation	New Questions & Negation topic page — retagging existing scattered do-support/modal-negation/question-inversion rows into the unified scheme.		
2pvko71bzc	no haber [hecho algo] (hablado)	haven't [done something]	supporting	topic:question-negation|qn:modal-be-have-negation	New Questions & Negation topic page — retagging existing scattered do-support/modal-negation/question-inversion rows into the unified scheme.		
84arllzyhs	no podría [hacer algo]	couldn't [do something]	supporting	topic:question-negation|qn:modal-be-have-negation	New Questions & Negation topic page — retagging existing scattered do-support/modal-negation/question-inversion rows into the unified scheme.		
ytzftmquqs	estar prohibido [hacer algo]	mustn't [do something]	supporting	topic:question-negation|qn:modal-be-have-negation	New Questions & Negation topic page — retagging existing scattered do-support/modal-negation/question-inversion rows into the unified scheme.		
di2yhfha43	no [haré algo]	won't [do something]	core	topic:question-negation|qn:modal-be-have-negation	New Questions & Negation topic page — retagging existing scattered do-support/modal-negation/question-inversion rows into the unified scheme.		
yjkuu2ysaa	no [haría algo]	wouldn't [do something]	supporting	topic:question-negation|qn:modal-be-have-negation	New Questions & Negation topic page — retagging existing scattered do-support/modal-negation/question-inversion rows into the unified scheme.		
