4fpgdvwxzu	ser muy aficionado/a a [un equipo]	to be a big fan of [a team]	reference	construction:prepositional-verb|particle:of|topic:phrasal-verb	found by the standing audit-phrasal-verbs.ts sweep — genuinely missed in the manual discovery pass
86v2tii41j	tener en cuenta [algo]	to keep [something] in mind	reference	grammar:phrasal-verb|particle:in|topic:phrasal-verb	found by the standing audit-phrasal-verbs.ts sweep — genuinely missed in the manual discovery pass
c5f9nw0nq0	[estar] junto a [alguien/algo]	[to be] next to [somebody/something]	reference	construction:prepositional-verb|particle:to|topic:phrasal-verb	found by the standing audit-phrasal-verbs.ts sweep — genuinely missed in the manual discovery pass
ikbozl8fdl	[ser] nuevo en [un lugar]	[to be] new to [a place]	reference	construction:prepositional-verb|particle:to|topic:phrasal-verb	found by the standing audit-phrasal-verbs.ts sweep — genuinely missed in the manual discovery pass
knv7edhbxa	dirigirse hacia [un lugar]	to head toward [a place]	reference	grammar:phrasal-verb|particle:toward|topic:phrasal-verb	found by the standing audit-phrasal-verbs.ts sweep — genuinely missed in the manual discovery pass
mckle879y4	mirar hacia adelante	to look ahead	reference	grammar:phrasal-verb|particle:ahead|topic:phrasal-verb	found by the standing audit-phrasal-verbs.ts sweep — genuinely missed in the manual discovery pass
q8bc2trq23	[estar] lleno de [algo]	[to be] full of [something]	reference	construction:prepositional-verb|particle:of|topic:phrasal-verb	found by the standing audit-phrasal-verbs.ts sweep — genuinely missed in the manual discovery pass
qdhjj8exwl	tirar hacia [un lugar]	to pull toward [a place]	reference	grammar:phrasal-verb|particle:toward|topic:phrasal-verb	found by the standing audit-phrasal-verbs.ts sweep — genuinely missed in the manual discovery pass
v8tjp3s2k0	apuntar hacia [algo]	to point toward [something]	reference	construction:prepositional-verb|particle:toward|topic:phrasal-verb	found by the standing audit-phrasal-verbs.ts sweep — genuinely missed in the manual discovery pass
zjoxpuz3cv	ser el blanco de [algo]	to be the target of [something]	reference	construction:prepositional-verb|particle:of|topic:phrasal-verb	found by the standing audit-phrasal-verbs.ts sweep — genuinely missed in the manual discovery pass
