op3olm4hh3	construction:prepositional-verb	mistagged: derived particle "with" from construction:map-con-with does not appear in the English gloss — the gloss has no particle at all (English absorbed the meaning into the verb)
0ubq3z55bc	construction:prepositional-verb	mistagged: derived particle "object" from construction:map-con-object is a grammatical-role artifact, not a real English particle
98gwx9pls1	construction:prepositional-verb	mistagged: derived particle "possessive" from construction:map-de-possessive is a grammatical-role artifact, not a real English particle
5zyk11qlrm	construction:prepositional-verb	mistagged: derived particle "that" from construction:map-de-that is a grammatical-role artifact, not a real English particle
fwzmjvs06n	construction:prepositional-verb	mistagged: derived particle "object" from construction:map-a-direct-object is a grammatical-role artifact, not a real English particle
9q3ezcaa3k	construction:prepositional-verb	mistagged: derived particle "ing" from construction:map-de-ing is a grammatical-role artifact, not a real English particle
vm27w6wl2u	construction:prepositional-verb	mistagged: derived particle "just" from construction:map-de-just is a grammatical-role artifact, not a real English particle
dvjojvxntx	construction:prepositional-verb	mistagged: derived particle "object" from construction:map-para-object is a grammatical-role artifact, not a real English particle
yfjyb31b9b	construction:prepositional-verb	mistagged: derived particle "gerund" from construction:map-de-gerund is a grammatical-role artifact, not a real English particle
3q9231a8nt	construction:prepositional-verb	mistagged: derived particle "leave" from construction:map-de-leave is a grammatical-role artifact, not a real English particle
rnznavwcfr	construction:prepositional-verb	mistagged: derived particle "with" from construction:map-con-with does not appear in the English gloss — the gloss has no particle at all (English absorbed the meaning into the verb)
9mvkkm6znw	construction:prepositional-verb	mistagged: derived particle "of" from construction:map-de-of does not appear in the English gloss — the gloss has no particle at all (English absorbed the meaning into the verb)
skfxdss0cs	construction:prepositional-verb	mistagged: "no longer" is an adverb, not a particle — English absorbed the meaning
z1hv68g2f4	construction:prepositional-verb	mistagged: "overlook" is transitive, no English particle survives
ukz1l748d8	construction:prepositional-verb	mistagged: "press" is transitive, no English particle survives
cgzwyy7tb0	construction:prepositional-verb	mistagged: "face" is transitive, no English particle survives
ei0hj29low	construction:prepositional-verb	mistagged: fixed idiom "give somebody a hand" has no particle; the en:with tag on this row doesn't match its own gloss
a1p4uhtcxu	construction:prepositional-verb	mistagged: gerund complement, no preposition — same pattern as other "start doing" rows already excluded
66ib6vkhnq	construction:prepositional-verb	mistagged: fixed idiom "give way", no further particle
2wa96n35mw	construction:prepositional-verb	mistagged: "cross" is transitive, no English particle survives
jx3qdoooew	construction:prepositional-verb	mistagged: "just" is an adverb (perfect-aspect idiom), not a particle
cf5552jy9p	construction:prepositional-verb	mistagged: gerund complement, no preposition
thf9jt8qp9	construction:prepositional-verb	mistagged: "own" is transitive, no English particle survives
itje57f5s3	construction:prepositional-verb	mistagged: "reach" is transitive, no English particle survives
yiqjr127ed	construction:prepositional-verb	mistagged: infinitive complement ("ask somebody to do X"), not a prepositional verb — same pattern as the rejected "pedirle...que haga algo" row
cxbxbe3chs	construction:prepositional-verb	mistagged: "to have done" is a perfect infinitive complement, "to" is the infinitive marker not a preposition
mnsgd6cvbc	construction:prepositional-verb	mistagged: full-infinitive complement, not a prepositional verb
vrgsv4wzfo	construction:prepositional-verb	mistagged: adjective+infinitive pattern, "to" is the infinitive marker
7g9t44368j	construction:prepositional-verb	mistagged: full-infinitive complement ("aim to do X"), unlike the accepted "apuntar a algo -> to point to something" which takes a noun object
6zok4qn7s1	construction:prepositional-verb	mistagged: purpose infinitive ("use X to do Y" = in order to), not a prepositional verb
hbyr6b4vte	construction:prepositional-verb	mistagged: "downplay" is transitive, no English particle survives
