b1uohuf8wn	core	P3-8: grammatical construction stranded in common (exclamative / si-clause / comparison / hace-time / gustar-type verb / question word / subjunctive relative)
dhxw09o9vs	core	P3-8: grammatical construction stranded in common (exclamative / si-clause / comparison / hace-time / gustar-type verb / question word / subjunctive relative)
cta1wv3rkf	core	P3-8: grammatical construction stranded in common (exclamative / si-clause / comparison / hace-time / gustar-type verb / question word / subjunctive relative)
nibfz58mag	core	P3-8: grammatical construction stranded in common (exclamative / si-clause / comparison / hace-time / gustar-type verb / question word / subjunctive relative)
uzrso1e91g	core	P3-8: grammatical construction stranded in common (exclamative / si-clause / comparison / hace-time / gustar-type verb / question word / subjunctive relative)
asuexbkbn6	core	P3-8: grammatical construction stranded in common (exclamative / si-clause / comparison / hace-time / gustar-type verb / question word / subjunctive relative)
p0bgt5s2ty	core	P3-8: grammatical construction stranded in common (exclamative / si-clause / comparison / hace-time / gustar-type verb / question word / subjunctive relative)
frpegdhmhi	core	P3-8: grammatical construction stranded in common (exclamative / si-clause / comparison / hace-time / gustar-type verb / question word / subjunctive relative)
smz7y58q4p	core	P3-8: grammatical construction stranded in common (exclamative / si-clause / comparison / hace-time / gustar-type verb / question word / subjunctive relative)
vh56in634m	core	P3-8: grammatical construction stranded in common (exclamative / si-clause / comparison / hace-time / gustar-type verb / question word / subjunctive relative)
dvodf0y7wx	core	P3-8: grammatical construction stranded in common (exclamative / si-clause / comparison / hace-time / gustar-type verb / question word / subjunctive relative)
dnwd7gmll5	core	P3-8: grammatical construction stranded in common (exclamative / si-clause / comparison / hace-time / gustar-type verb / question word / subjunctive relative)
z3umj7sj0q	core	P3-8: grammatical construction stranded in common (exclamative / si-clause / comparison / hace-time / gustar-type verb / question word / subjunctive relative)
drxskvbtr6	core	P3-8: grammatical construction stranded in common (exclamative / si-clause / comparison / hace-time / gustar-type verb / question word / subjunctive relative)
7kvliuznhm	core	P3-8: grammatical construction stranded in common (exclamative / si-clause / comparison / hace-time / gustar-type verb / question word / subjunctive relative)
8jzxgbdbcq	core	P3-8: grammatical construction stranded in common (exclamative / si-clause / comparison / hace-time / gustar-type verb / question word / subjunctive relative)
cnqk3msdez	core	P3-8: grammatical construction stranded in common (exclamative / si-clause / comparison / hace-time / gustar-type verb / question word / subjunctive relative)
7a3ugond7f	core	P3-8: grammatical construction stranded in common (exclamative / si-clause / comparison / hace-time / gustar-type verb / question word / subjunctive relative)
m2w116dh9a	core	P3-8: grammatical construction stranded in common (exclamative / si-clause / comparison / hace-time / gustar-type verb / question word / subjunctive relative)
bwmfe9nhs1	core	P3-8: grammatical construction stranded in common (exclamative / si-clause / comparison / hace-time / gustar-type verb / question word / subjunctive relative)
8st8uc3ose	core	P3-8: grammatical construction stranded in common (exclamative / si-clause / comparison / hace-time / gustar-type verb / question word / subjunctive relative)
j6x3otw9pi	core	P3-8: grammatical construction stranded in common (exclamative / si-clause / comparison / hace-time / gustar-type verb / question word / subjunctive relative)
rr28vy1oq0	core	P3-8: grammatical construction stranded in common (exclamative / si-clause / comparison / hace-time / gustar-type verb / question word / subjunctive relative)
vk5c4vsrnd	core	P3-8: grammatical construction stranded in common (exclamative / si-clause / comparison / hace-time / gustar-type verb / question word / subjunctive relative)
7xvappewlv	core	P3-8: grammatical construction stranded in common (exclamative / si-clause / comparison / hace-time / gustar-type verb / question word / subjunctive relative)
dav762mjhb	core	P3-8: grammatical construction stranded in common (exclamative / si-clause / comparison / hace-time / gustar-type verb / question word / subjunctive relative)
isv86hh4tc	core	P3-8: grammatical construction stranded in common (exclamative / si-clause / comparison / hace-time / gustar-type verb / question word / subjunctive relative)
n46cr84foo	core	P3-8: grammatical construction stranded in common (exclamative / si-clause / comparison / hace-time / gustar-type verb / question word / subjunctive relative)
kjs3avsme6	core	P3-8: grammatical construction stranded in common (exclamative / si-clause / comparison / hace-time / gustar-type verb / question word / subjunctive relative)
clb2iok3il	core	P3-8: grammatical construction stranded in common (exclamative / si-clause / comparison / hace-time / gustar-type verb / question word / subjunctive relative)
alantrg9q4	core	P3-8: grammatical construction stranded in common (exclamative / si-clause / comparison / hace-time / gustar-type verb / question word / subjunctive relative)
1x0l3hgmx7	core	P3-8: grammatical construction stranded in common (exclamative / si-clause / comparison / hace-time / gustar-type verb / question word / subjunctive relative)
zkp7daj58t	core	P3-8: grammatical construction stranded in common (exclamative / si-clause / comparison / hace-time / gustar-type verb / question word / subjunctive relative)
nkxypzw7lg	core	P3-8: grammatical construction stranded in common (exclamative / si-clause / comparison / hace-time / gustar-type verb / question word / subjunctive relative)
sx2usy0kyp	core	P3-8: grammatical construction stranded in common (exclamative / si-clause / comparison / hace-time / gustar-type verb / question word / subjunctive relative)
8kyqh0y19m	core	P3-8: grammatical construction stranded in common (exclamative / si-clause / comparison / hace-time / gustar-type verb / question word / subjunctive relative)
sjlvvxcwpy	core	P3-8: grammatical construction stranded in common (exclamative / si-clause / comparison / hace-time / gustar-type verb / question word / subjunctive relative)
