1insnlihbx	core	P3-6: verb-complementation pattern — grammatical construction, not vocabulary ("más vale [hacer algo] => had better [do something]")
rdpiq554g6	core	P3-6: verb-complementation pattern — grammatical construction, not vocabulary ("no poder [hacer algo] => cannot [do something]")
mk6oc0jtgw	core	P3-6: verb-complementation pattern — grammatical construction, not vocabulary ("¿ella lo hace? => does she do it?")
0krc7ykvx4	core	P3-6: verb-complementation pattern — grammatical construction, not vocabulary ("¿ellos lo hicieron? => did they do it?")
nk4hb2zaok	core	P3-6: verb-complementation pattern — grammatical construction, not vocabulary ("poder [hacer algo] (permiso) => can [do something]")
s1qoakwebg	core	P3-6: verb-complementation pattern — grammatical construction, not vocabulary ("¿lo haces? => do you do it?")
azpvrshi2u	core	P3-6: verb-complementation pattern — grammatical construction, not vocabulary ("sí lo hago => I do do it")
ptmw5b6egl	core	P3-6: verb-complementation pattern — grammatical construction, not vocabulary ("se supone que [alguien] [haga algo] => [somebody] is supposed to [do something]")
zmz6t98hlf	core	P3-6: verb-complementation pattern — grammatical construction, not vocabulary ("déjame [hacer algo] => let me [do something]")
xzcldfjhmu	core	P3-6: verb-complementation pattern — grammatical construction, not vocabulary ("darle tiempo a [alguien] para [hacer algo] => to give [somebody] time to [do something]")
n27dfso39e	core	P3-6: verb-complementation pattern — grammatical construction, not vocabulary ("déjame [hacer algo] => lemme [do something]")
8kpshof0nv	core	P3-6: verb-complementation pattern — grammatical construction, not vocabulary ("mandar [hacer algo] => to have [something done]")
dtnmnb60nj	core	P3-6: verb-complementation pattern — grammatical construction, not vocabulary ("tener que [hacer algo] (hablado) => gotta [do something]")
ykm7fr9btb	core	P3-6: verb-complementation pattern — grammatical construction, not vocabulary ("tocarle a [alguien] [hacer algo] => [somebody] has to [do something]")
ux2hr6u37r	core	P3-6: imperative form/pattern — grammatical construction, not vocabulary ("hágalo => do it")
t46e4xr47y	core	P3-6: imperative form/pattern — grammatical construction, not vocabulary ("háganlo => do it")
xuna1emcr1	core	P3-6: imperative form/pattern — grammatical construction, not vocabulary ("háganoslo => do it for us")
xvgmxfgcrd	core	P3-6: verb-complementation pattern — grammatical construction, not vocabulary ("sí [alguien] [hizo algo] (énfasis) => [somebody] did [do something]")
rrxe7cd85d	core	P3-6: imperative form/pattern — grammatical construction, not vocabulary ("cállate => be quiet")
r4wshfw0zl	core	P3-6: imperative form/pattern — grammatical construction, not vocabulary ("cállate => shut up")
bxt46dkdag	core	P3-6: question/negation pattern (do-support, emphatic do) — grammatical construction, not vocabulary ("no quiso [hacer algo] => wouldn't [do something]")
c4ekkqs73f	core	P3-6: verb-complementation pattern — grammatical construction, not vocabulary ("sí [hago algo] (énfasis) => I do [do something]")
m5xw7iodne	core	P3-6: verb-complementation pattern — grammatical construction, not vocabulary ("no lo hago => I don't do it")
bt7rdzvto5	core	P3-6: verb-complementation pattern — grammatical construction, not vocabulary ("no lo hicieron => they didn't do it")
vuym0ms6tf	core	P3-6: verb-complementation pattern — grammatical construction, not vocabulary ("sí [alguien] [hace algo] (énfasis) => [somebody] does [do something]")
dv55nncur9	core	P3-6: verb-complementation pattern — grammatical construction, not vocabulary ("ir de compras => to go shopping")
9h3jno3320	core	P3-6: verb-complementation pattern — grammatical construction, not vocabulary ("quisiera que [alguien] [hiciera algo] => would like [somebody] [to do something]")
